-5.1643,-0.91843
-5.4906,-0.12472
-5.0771,0.99857
-5.1062,5.4659
-4.849,5.4605
-4.7063,9.1663
-4.6595,9.7861
-4.1082,11.556
-4.8247,13.573
-4.1955,-5.0917
-3.5844,-3.9497
-3.7573,-2.5118
-3.2142,-0.70892
-3.4428,0.89538
-4.463,3.052
-3.9261,3.8036
-3.9738,8.9423
-2.8614,12.724
-4.1613,15.16
-2.8593,-5.1085
-2.4783,-2.1311
-2.5605,-0.83587
-3.4027,2.9863
-3.0067,3.887
-2.7191,5.0925
-2.8461,6.7219
-4.3576,10.499
-3.2537,-4.1357
-2.2579,-3.1005
-2.3032,-1.2283
-2.6055,0.65556
-1.579,3.2352
-1.9354,3.5311
-1.7437,5.2654
-2.2818,6.0108
-2.2736,6.5779
-2.203,11.381
-2.6247,11.613
-1.9148,13.845
-2.9902,14.923
-0.5266,-2.7518
-1.5675,-0.88549
-0.65661,1.8011
-0.66257,3.0241
-1.3789,4.1808
-0.67302,7.8589
-1.5342,8.3225
-0.56101,13.065
-0.57618,13.565
-1.4901,15.005
-0.469,-4.0673
-0.79455,-2.952
0.7594,-1.5102
0.22796,-1.3351
-0.65606,6.1966
-0.058933,7.6569
-0.45922,9.5573
-0.040279,9.6417
-0.014881,11.151
-0.39947,13.596
1.1238,-4.6576
0.84614,-1.8382
0.939,1.3214
1.8587,4.4532
1.8323,8.9247
1.063,11.909
1.2112,14.691
2.4475,-4.0948
2.0916,1.0959
2.0986,4.9663
1.8787,9.2575
2.3218,13.114
2.4743,-4.8546
2.4445,2.0488
2.9984,5.6101
3.1502,10.159
3.148,11.87
3.1002,13.312
2.9139,14.582
4.625,0.29618
4.6856,1.6524
4.0961,2.4804
4.4414,6.0832
2.9332,7.2861
3.4864,10.963
4.1212,13.313
4.0867,14.107
5.5273,-3.3121
4.923,-2.385
5.3806,4.8059
5.5886,7.347
5.5914,7.496
5.3156,10.232
4.8365,13.297
5.0034,14.12
6.1763,-2.7277
5.1838,2.7055
7.0345,2.8299
5.6762,3.6207
6.2142,4.9749
6.4622,8.1365
6.5744,8.5275
6.5164,11.225
5.9571,12.024
6.0893,14.438
6.0175,-5.7246
7.1181,-4.3344
6.502,3.5181
6.3731,7.9008
6.6957,9.2876
7.6054,10.625
6.5985,12.229
7.8398,12.788
7.1591,15.032
7.3853,-5.0633
7.2574,-3.9336
7.3183,-1.1097
8.1914,-0.6365
7.6783,0.56512
8.1034,2.1225
8.2289,4.8092
7.9052,6.436
8.4879,8.6064
8.9448,11.244
8.3384,12.262
9.528,-1.3025
8.0063,1.4686
8.7012,3.0474
9.3974,3.6342
8.5463,5.5509
9.7073,8.1278
9.0442,12.286
8.578,14.053
9.8094,-0.76398
9.7928,0.48806
9.6543,4.4019
10.28,5.4528
9.6788,9.3831
10.411,9.8695
10.552,-2.594
10.73,-1.2518
11.429,1.9625
10.608,3.1949
11.347,7.2241
12.091,10.059
10.763,10.589
11.983,-2.1766
12.179,-1.2669
12.276,0.10275
11.344,3.9043
12.733,4.5128
11.804,8.3289
11.857,10.141
12.382,15.131
12.85,-0.29745
12.981,6.4894
12.863,6.8787
13.346,9.862
13.979,3.2993
14.295,4.8772
14.414,5.4793
14.397,6.9826
13.384,8.61
14.063,9.4322
13.131,9.8828
14.987,11.288
13.901,13.365
15.712,-4.9577
16.123,-3.4302
15.078,-2.0577
14.66,1.3985
15.372,2.507
15.003,5.1535
14.944,6.0603
14.777,12.865
