-4.8828,-3.2543
-5.1433,-1.7707
-5.5726,2.2477
-5.5614,6.0116
-4.2288,6.9508
-4.8226,11.958
-5.3869,15.28
-3.1325,-4.064
-3.5984,-2.2537
-4.1498,-0.69396
-3.1895,-0.40108
-4.3789,3.0717
-3.8822,4.9906
-4.0692,5.6015
-3.1695,8.4085
-3.8701,13.727
-2.0767,-2.8317
-3.0231,-1.8185
-1.8588,1.5486
-3.32,7.2419
-2.9717,13.95
-2.0062,-5.2687
-2.2941,-3.9857
-1.4459,-2.9926
-2.0324,1.9006
-1.3472,2.9097
-2.5329,3.5691
-3.1005,5.8825
-2.1742,8.9016
-1.8575,9.5385
-0.93797,-4.6754
-0.4769,-2.3879
-1.5283,2.199
-1.4223,9.7889
-0.72984,11.638
-1.2494,14.058
-0.30374,-4.862
-0.12321,-3.8017
-0.19502,-3.1376
0.88824,-1.8526
-0.30732,-1.3242
0.94453,-0.38668
-0.061172,1.3266
0.54895,4.204
-0.90723,5.5162
-0.78777,14.758
1.4515,-3.5618
1.0761,-2.2781
1.3132,0.6304
0.30052,3.8515
0.3408,7.8899
0.2818,8.577
0.90801,10.258
1.6725,10.703
1.8986,-4.9742
2.2176,-3.4253
2.1931,-0.93746
1.8172,1.3257
1.4714,3.2338
2.329,4.7498
1.7073,6.6923
2.4218,8.1653
1.3748,9.5623
2.0288,11.285
2.739,11.691
1.9914,13.094
3.7742,-3.9264
2.4222,-1.8499
3.234,-0.88616
3.3769,0.80448
3.8891,4.7558
2.5749,5.5309
2.4787,9.1696
4.4591,10.018
2.6872,12.223
2.2796,14.941
3.5045,-4.4126
4.0911,0.87126
5.0411,-4.3728
4.9229,-4.0548
5.2958,2.666
5.1386,4.5893
5.6233,6.5628
5.3039,8.0352
4.7855,14.373
5.3953,15.202
5.9149,-3.6893
5.6745,-1.9082
5.7017,0.97701
5.9189,3.385
5.9869,7.1187
5.731,8.4455
5.4176,12.167
6.7929,-3.9942
7.3286,-1.9604
7.1478,3.7201
7.7167,8.3627
6.0443,9.9851
8.0848,12.802
7.8281,-4.6984
7.6583,-2.9512
8.1192,-1.1884
8.1146,-0.52362
7.6864,0.67735
8.332,7.9668
6.8277,10.031
7.9708,11.923
8.092,-4.9426
9.4175,-0.97732
8.8081,12.778
8.9811,-4.8683
9.4792,-2.8553
10.159,-0.88939
10.25,9.9084
10.369,11.86
10.117,13.097
10.457,13.812
9.1523,15.106
10.958,-1.1801
10.914,1.0513
11.031,4.9198
11.067,7.2171
11.479,7.8399
10.869,8.868
11.072,13.744
11.511,-0.56981
11.724,1.4156
11.509,2.5858
12.947,5.1323
12.826,8.1786
11.226,9.3756
11.673,10.622
11.679,11.673
12.95,-4.1278
12.857,0.74552
11.314,3.0847
13.427,10.903
12.024,15.438
14.315,-5.1062
14.245,-2.3274
14.86,0.60633
12.982,1.581
13.592,3.2382
14.184,10.283
13.842,14.597
15.341,-2.6824
15.424,4.8292
15.251,7.1799
14.945,13.469
14.06,14.313
15.003,14.902
